algorithm_id,name,triggering_presentation_id,clinical_setting,age_context,pregnancy_context,objective,starting_node_id,emergency_status,version,source_review_status,medical_review_status,deprecated,notes,source_status,human_review_status,content_tier
ALG-CARD-013,Cardiac tamponade,PRS-005,emergency or acute-care education,adult unless pediatric or neonatal title specifies otherwise,consider pregnancy-specific physiology and medication restrictions when relevant,"Teach stabilization, discriminating decisions, safe diagnostic sequencing, escalation, reassessment, consultation, and disposition.",NODE-CARD-013-01,high-acuity pathway,0.2.0,source_checked,needs_medical_review,false,Original educational graph,partially_source_supported,not_requested,index
ALG-CARD-014,Hypertensive emergency,PRS-CARD-048,emergency or acute-care education,adult unless pediatric or neonatal title specifies otherwise,consider pregnancy-specific physiology and medication restrictions when relevant,"Teach stabilization, discriminating decisions, safe diagnostic sequencing, escalation, reassessment, consultation, and disposition.",NODE-CARD-014-01,high-acuity pathway,0.2.0,source_checked,needs_medical_review,false,Original educational graph,partially_source_supported,not_requested,index
ALG-CARD-015,New murmur evaluation,PRS-001,emergency or acute-care education,adult unless pediatric or neonatal title specifies otherwise,consider pregnancy-specific physiology and medication restrictions when relevant,"Teach stabilization, discriminating decisions, safe diagnostic sequencing, escalation, reassessment, consultation, and disposition.",NODE-CARD-015-01,high-acuity pathway,0.2.0,source_checked,needs_medical_review,false,Original educational graph,partially_source_supported,not_requested,index
ALG-CARD-016,Suspected infective endocarditis,PRS-001,emergency or acute-care education,adult unless pediatric or neonatal title specifies otherwise,consider pregnancy-specific physiology and medication restrictions when relevant,"Teach stabilization, discriminating decisions, safe diagnostic sequencing, escalation, reassessment, consultation, and disposition.",NODE-CARD-016-01,high-acuity pathway,0.2.0,source_checked,needs_medical_review,false,Original educational graph,partially_source_supported,not_requested,index
ALG-CARD-017,Cyanotic congenital heart disease in a neonate,PRS-001,emergency or acute-care education,adult unless pediatric or neonatal title specifies otherwise,consider pregnancy-specific physiology and medication restrictions when relevant,"Teach stabilization, discriminating decisions, safe diagnostic sequencing, escalation, reassessment, consultation, and disposition.",NODE-CARD-017-01,high-acuity pathway,0.2.0,source_checked,needs_medical_review,false,Original educational graph,partially_source_supported,not_requested,index
ALG-CARD-018,Pediatric murmur evaluation,PRS-001,emergency or acute-care education,adult unless pediatric or neonatal title specifies otherwise,consider pregnancy-specific physiology and medication restrictions when relevant,"Teach stabilization, discriminating decisions, safe diagnostic sequencing, escalation, reassessment, consultation, and disposition.",NODE-CARD-018-01,high-acuity pathway,0.2.0,source_checked,needs_medical_review,false,Original educational graph,partially_source_supported,not_requested,index
ALG-NEUR-001,Acute focal neurologic deficit,PRS-NEUR-051,acute neurologic education,adult unless title specifies pediatric or neonatal context,"consider pregnancy, postpartum, and medication safety context when relevant",Clinically distinct educational decision graph for acute focal neurologic deficit.,ALG-NEUR-001-p3-1,high-acuity pathway,3.0.0,source_checked,needs_medical_review,false,Original educational graph,unverified_ai_generated,not_requested,expanded
ALG-NEUR-002,Suspected acute ischemic stroke,PRS-009,acute neurologic education,adult unless title specifies pediatric or neonatal context,"consider pregnancy, postpartum, and medication safety context when relevant",Clinically distinct educational decision graph for suspected acute ischemic stroke.,ALG-NEUR-002-p3-1,high-acuity pathway,3.0.0,source_checked,needs_medical_review,false,Original educational graph,unverified_ai_generated,not_requested,expanded
ALG-NEUR-003,Suspected intracranial hemorrhage,PRS-007,acute neurologic education,adult unless title specifies pediatric or neonatal context,"consider pregnancy, postpartum, and medication safety context when relevant",Clinically distinct educational decision graph for suspected intracranial hemorrhage.,ALG-NEUR-003-p3-1,high-acuity pathway,3.0.0,source_checked,needs_medical_review,false,Original educational graph,unverified_ai_generated,not_requested,expanded
ALG-NEUR-004,Thunderclap headache,PRS-006,acute neurologic education,adult unless title specifies pediatric or neonatal context,"consider pregnancy, postpartum, and medication safety context when relevant",Clinically distinct educational decision graph for thunderclap headache.,ALG-NEUR-004-p3-1,high-acuity pathway,3.0.0,source_checked,needs_medical_review,false,Original educational graph,unverified_ai_generated,not_requested,expanded
ALG-NEUR-005,General acute headache evaluation,PRS-NEUR-051,acute neurologic education,adult unless title specifies pediatric or neonatal context,"consider pregnancy, postpartum, and medication safety context when relevant",Clinically distinct educational decision graph for general acute headache evaluation.,ALG-NEUR-005-p3-1,high-acuity pathway,3.0.0,source_checked,needs_medical_review,false,Original educational graph,unverified_ai_generated,not_requested,expanded
ALG-NEUR-006,Altered mental status,PRS-NEUR-051,acute neurologic education,adult unless title specifies pediatric or neonatal context,"consider pregnancy, postpartum, and medication safety context when relevant",Clinically distinct educational decision graph for altered mental status.,ALG-NEUR-006-p3-1,high-acuity pathway,3.0.0,source_checked,needs_medical_review,false,Original educational graph,unverified_ai_generated,not_requested,expanded
ALG-NEUR-007,First seizure,PRS-021,acute neurologic education,adult unless title specifies pediatric or neonatal context,"consider pregnancy, postpartum, and medication safety context when relevant",Clinically distinct educational decision graph for first seizure.,ALG-NEUR-007-p3-1,high-acuity pathway,3.0.0,source_checked,needs_medical_review,false,Original educational graph,unverified_ai_generated,not_requested,expanded
ALG-NEUR-008,Convulsive status epilepticus,PRS-NEUR-051,acute neurologic education,adult unless title specifies pediatric or neonatal context,"consider pregnancy, postpartum, and medication safety context when relevant",Clinically distinct educational decision graph for convulsive status epilepticus.,ALG-NEUR-008-p3-1,high-acuity pathway,3.0.0,source_checked,needs_medical_review,false,Original educational graph,unverified_ai_generated,not_requested,expanded
ALG-NEUR-009,Suspected nonconvulsive status epilepticus,PRS-NEUR-051,acute neurologic education,adult unless title specifies pediatric or neonatal context,"consider pregnancy, postpartum, and medication safety context when relevant",Clinically distinct educational decision graph for suspected nonconvulsive status epilepticus.,ALG-NEUR-009-p3-1,high-acuity pathway,3.0.0,source_checked,needs_medical_review,false,Original educational graph,unverified_ai_generated,not_requested,expanded
ALG-NEUR-010,Suspected meningitis or encephalitis,PRS-NEUR-051,acute neurologic education,adult unless title specifies pediatric or neonatal context,"consider pregnancy, postpartum, and medication safety context when relevant",Clinically distinct educational decision graph for suspected meningitis or encephalitis.,ALG-NEUR-010-p3-1,high-acuity pathway,3.0.0,source_checked,needs_medical_review,false,Original educational graph,unverified_ai_generated,not_requested,expanded
ALG-NEUR-011,Acute ascending weakness,PRS-007,acute neurologic education,adult unless title specifies pediatric or neonatal context,"consider pregnancy, postpartum, and medication safety context when relevant",Clinically distinct educational decision graph for acute ascending weakness.,ALG-NEUR-011-p3-1,high-acuity pathway,3.0.0,source_checked,needs_medical_review,false,Original educational graph,unverified_ai_generated,not_requested,expanded
ALG-NEUR-012,Acute neuromuscular respiratory weakness,PRS-NEUR-051,acute neurologic education,adult unless title specifies pediatric or neonatal context,"consider pregnancy, postpartum, and medication safety context when relevant",Clinically distinct educational decision graph for acute neuromuscular respiratory weakness.,ALG-NEUR-012-p3-1,high-acuity pathway,3.0.0,source_checked,needs_medical_review,false,Original educational graph,unverified_ai_generated,not_requested,expanded
ALG-NEUR-013,Myasthenic crisis,PRS-NEUR-071,acute neurologic education,adult unless title specifies pediatric or neonatal context,"consider pregnancy, postpartum, and medication safety context when relevant",Clinically distinct educational decision graph for myasthenic crisis.,ALG-NEUR-013-p3-1,high-acuity pathway,3.0.0,source_checked,needs_medical_review,false,Original educational graph,unverified_ai_generated,not_requested,expanded
ALG-NEUR-014,Acute vertigo,PRS-NEUR-065,acute neurologic education,adult unless title specifies pediatric or neonatal context,"consider pregnancy, postpartum, and medication safety context when relevant",Clinically distinct educational decision graph for acute vertigo.,ALG-NEUR-014-p3-1,high-acuity pathway,3.0.0,source_checked,needs_medical_review,false,Original educational graph,unverified_ai_generated,not_requested,expanded
ALG-NEUR-015,Acute vision loss,PRS-006,acute neurologic education,adult unless title specifies pediatric or neonatal context,"consider pregnancy, postpartum, and medication safety context when relevant",Clinically distinct educational decision graph for acute vision loss.,ALG-NEUR-015-p3-1,high-acuity pathway,3.0.0,source_checked,needs_medical_review,false,Original educational graph,unverified_ai_generated,not_requested,expanded
ALG-NEUR-016,New diplopia,PRS-006,acute neurologic education,adult unless title specifies pediatric or neonatal context,"consider pregnancy, postpartum, and medication safety context when relevant",Clinically distinct educational decision graph for new diplopia.,ALG-NEUR-016-p3-1,high-acuity pathway,3.0.0,source_checked,needs_medical_review,false,Original educational graph,unverified_ai_generated,not_requested,expanded
ALG-NEUR-017,Facial weakness,PRS-NEUR-051,acute neurologic education,adult unless title specifies pediatric or neonatal context,"consider pregnancy, postpartum, and medication safety context when relevant",Clinically distinct educational decision graph for facial weakness.,ALG-NEUR-017-p3-1,high-acuity pathway,3.0.0,source_checked,needs_medical_review,false,Original educational graph,unverified_ai_generated,not_requested,expanded
ALG-NEUR-018,Syncope versus seizure evaluation,PRS-NEUR-051,acute neurologic education,adult unless title specifies pediatric or neonatal context,"consider pregnancy, postpartum, and medication safety context when relevant",Clinically distinct educational decision graph for syncope versus seizure evaluation.,ALG-NEUR-018-p3-1,high-acuity pathway,3.0.0,source_checked,needs_medical_review,false,Original educational graph,unverified_ai_generated,not_requested,expanded
ALG-NEUR-019,Acute spinal cord compression,PRS-007,acute neurologic education,adult unless title specifies pediatric or neonatal context,"consider pregnancy, postpartum, and medication safety context when relevant",Clinically distinct educational decision graph for acute spinal cord compression.,ALG-NEUR-019-p3-1,high-acuity pathway,3.0.0,source_checked,needs_medical_review,false,Original educational graph,unverified_ai_generated,not_requested,expanded
ALG-NEUR-020,Cauda equina syndrome,PRS-NEUR-073,acute neurologic education,adult unless title specifies pediatric or neonatal context,"consider pregnancy, postpartum, and medication safety context when relevant",Clinically distinct educational decision graph for cauda equina syndrome.,ALG-NEUR-020-p3-1,high-acuity pathway,3.0.0,source_checked,needs_medical_review,false,Original educational graph,unverified_ai_generated,not_requested,expanded
ALG-NEUR-021,Increased intracranial pressure,PRS-NEUR-051,acute neurologic education,adult unless title specifies pediatric or neonatal context,"consider pregnancy, postpartum, and medication safety context when relevant",Clinically distinct educational decision graph for increased intracranial pressure.,ALG-NEUR-021-p3-1,high-acuity pathway,3.0.0,source_checked,needs_medical_review,false,Original educational graph,unverified_ai_generated,not_requested,expanded
ALG-NEUR-022,Papilledema evaluation,PRS-NEUR-051,acute neurologic education,adult unless title specifies pediatric or neonatal context,"consider pregnancy, postpartum, and medication safety context when relevant",Clinically distinct educational decision graph for papilledema evaluation.,ALG-NEUR-022-p3-1,high-acuity pathway,3.0.0,source_checked,needs_medical_review,false,Original educational graph,unverified_ai_generated,not_requested,expanded
ALG-NEUR-023,New cognitive decline,PRS-NEUR-071,acute neurologic education,adult unless title specifies pediatric or neonatal context,"consider pregnancy, postpartum, and medication safety context when relevant",Clinically distinct educational decision graph for new cognitive decline.,ALG-NEUR-023-p3-1,high-acuity pathway,3.0.0,source_checked,needs_medical_review,false,Original educational graph,unverified_ai_generated,not_requested,expanded
ALG-NEUR-024,Delirium evaluation,PRS-007,acute neurologic education,adult unless title specifies pediatric or neonatal context,"consider pregnancy, postpartum, and medication safety context when relevant",Clinically distinct educational decision graph for delirium evaluation.,ALG-NEUR-024-p3-1,high-acuity pathway,3.0.0,source_checked,needs_medical_review,false,Original educational graph,unverified_ai_generated,not_requested,expanded
ALG-NEUR-025,Parkinsonism evaluation,PRS-NEUR-067,acute neurologic education,adult unless title specifies pediatric or neonatal context,"consider pregnancy, postpartum, and medication safety context when relevant",Clinically distinct educational decision graph for parkinsonism evaluation.,ALG-NEUR-025-p3-1,high-acuity pathway,3.0.0,source_checked,needs_medical_review,false,Original educational graph,unverified_ai_generated,not_requested,expanded
ALG-NEUR-026,Pediatric developmental regression,PRS-NEUR-051,acute neurologic education,adult unless title specifies pediatric or neonatal context,"consider pregnancy, postpartum, and medication safety context when relevant",Clinically distinct educational decision graph for pediatric developmental regression.,ALG-NEUR-026-p3-1,high-acuity pathway,3.0.0,source_checked,needs_medical_review,false,Original educational graph,unverified_ai_generated,not_requested,expanded
ALG-NEUR-027,Neonatal hypotonia,PRS-021,acute neurologic education,adult unless title specifies pediatric or neonatal context,"consider pregnancy, postpartum, and medication safety context when relevant",Clinically distinct educational decision graph for neonatal hypotonia.,ALG-NEUR-027-p3-1,high-acuity pathway,3.0.0,source_checked,needs_medical_review,false,Original educational graph,unverified_ai_generated,not_requested,expanded
ALG-NEUR-028,Migraine treatment selection,PRS-NEUR-074,acute neurologic education,adult unless title specifies pediatric or neonatal context,"consider pregnancy, postpartum, and medication safety context when relevant",Clinically distinct educational decision graph for migraine treatment selection.,ALG-NEUR-028-p3-1,high-acuity pathway,3.0.0,source_checked,needs_medical_review,false,Original educational graph,unverified_ai_generated,not_requested,expanded
ALG-NEUR-029,Trigeminal neuralgia evaluation,PRS-006,acute neurologic education,adult unless title specifies pediatric or neonatal context,"consider pregnancy, postpartum, and medication safety context when relevant",Clinically distinct educational decision graph for trigeminal neuralgia evaluation.,ALG-NEUR-029-p3-1,high-acuity pathway,3.0.0,source_checked,needs_medical_review,false,Original educational graph,unverified_ai_generated,not_requested,expanded
ALG-NEUR-030,Suspected giant cell arteritis,PRS-NEUR-073,acute neurologic education,adult unless title specifies pediatric or neonatal context,"consider pregnancy, postpartum, and medication safety context when relevant",Clinically distinct educational decision graph for suspected giant cell arteritis.,ALG-NEUR-030-p3-1,high-acuity pathway,3.0.0,source_checked,needs_medical_review,false,Original educational graph,unverified_ai_generated,not_requested,expanded
ALG-REN-001,Acute kidney injury,PRS-017,acute renal and genitourinary education,adult unless title specifies pediatric context,"consider pregnancy physiology, imaging, and medication restrictions when relevant","Teach stabilization, volume and medication review, urinalysis, imaging, decisions, treatment, reassessment, consultation, and disposition.",NODE-REN-001-01,high-acuity pathway,0.4.0,source_checked,needs_medical_review,false,Original educational graph,partially_source_supported,not_requested,index
ALG-REN-002,Oliguria or anuria,PRS-REN-013,acute renal and genitourinary education,adult unless title specifies pediatric context,"consider pregnancy physiology, imaging, and medication restrictions when relevant","Teach stabilization, volume and medication review, urinalysis, imaging, decisions, treatment, reassessment, consultation, and disposition.",NODE-REN-002-01,high-acuity pathway,0.4.0,source_checked,needs_medical_review,false,Original educational graph,partially_source_supported,not_requested,index
ALG-REN-003,Elevated creatinine,PRS-REN-029,acute renal and genitourinary education,adult unless title specifies pediatric context,"consider pregnancy physiology, imaging, and medication restrictions when relevant","Teach stabilization, volume and medication review, urinalysis, imaging, decisions, treatment, reassessment, consultation, and disposition.",NODE-REN-003-01,high-acuity pathway,0.4.0,source_checked,needs_medical_review,false,Original educational graph,partially_source_supported,not_requested,index
ALG-REN-004,Hyperkalemia,PRS-REN-021,acute renal and genitourinary education,adult unless title specifies pediatric context,"consider pregnancy physiology, imaging, and medication restrictions when relevant","Teach stabilization, volume and medication review, urinalysis, imaging, decisions, treatment, reassessment, consultation, and disposition.",NODE-REN-004-01,high-acuity pathway,0.4.0,source_checked,needs_medical_review,false,Original educational graph,partially_source_supported,not_requested,index
ALG-REN-005,Hypokalemia,PRS-039,acute renal and genitourinary education,adult unless title specifies pediatric context,"consider pregnancy physiology, imaging, and medication restrictions when relevant","Teach stabilization, volume and medication review, urinalysis, imaging, decisions, treatment, reassessment, consultation, and disposition.",NODE-REN-005-01,high-acuity pathway,0.4.0,source_checked,needs_medical_review,false,Original educational graph,partially_source_supported,not_requested,index
ALG-REN-006,Hyponatremia,PRS-017,acute renal and genitourinary education,adult unless title specifies pediatric context,"consider pregnancy physiology, imaging, and medication restrictions when relevant","Teach stabilization, volume and medication review, urinalysis, imaging, decisions, treatment, reassessment, consultation, and disposition.",NODE-REN-006-01,high-acuity pathway,0.4.0,source_checked,needs_medical_review,false,Original educational graph,partially_source_supported,not_requested,index
ALG-REN-007,Hypernatremia,PRS-017,acute renal and genitourinary education,adult unless title specifies pediatric context,"consider pregnancy physiology, imaging, and medication restrictions when relevant","Teach stabilization, volume and medication review, urinalysis, imaging, decisions, treatment, reassessment, consultation, and disposition.",NODE-REN-007-01,high-acuity pathway,0.4.0,source_checked,needs_medical_review,false,Original educational graph,partially_source_supported,not_requested,index
ALG-REN-008,Metabolic acidosis,PRS-REN-011,acute renal and genitourinary education,adult unless title specifies pediatric context,"consider pregnancy physiology, imaging, and medication restrictions when relevant","Teach stabilization, volume and medication review, urinalysis, imaging, decisions, treatment, reassessment, consultation, and disposition.",NODE-REN-008-01,high-acuity pathway,0.4.0,source_checked,needs_medical_review,false,Original educational graph,partially_source_supported,not_requested,index
ALG-REN-009,Metabolic alkalosis,PRS-REN-005,acute renal and genitourinary education,adult unless title specifies pediatric context,"consider pregnancy physiology, imaging, and medication restrictions when relevant","Teach stabilization, volume and medication review, urinalysis, imaging, decisions, treatment, reassessment, consultation, and disposition.",NODE-REN-009-01,high-acuity pathway,0.4.0,source_checked,needs_medical_review,false,Original educational graph,partially_source_supported,not_requested,index
ALG-REN-010,Mixed acid-base disorder,PRS-017,acute renal and genitourinary education,adult unless title specifies pediatric context,"consider pregnancy physiology, imaging, and medication restrictions when relevant","Teach stabilization, volume and medication review, urinalysis, imaging, decisions, treatment, reassessment, consultation, and disposition.",NODE-REN-010-01,high-acuity pathway,0.4.0,source_checked,needs_medical_review,false,Original educational graph,partially_source_supported,not_requested,index
ALG-REN-011,Hematuria,PRS-017,acute renal and genitourinary education,adult unless title specifies pediatric context,"consider pregnancy physiology, imaging, and medication restrictions when relevant","Teach stabilization, volume and medication review, urinalysis, imaging, decisions, treatment, reassessment, consultation, and disposition.",NODE-REN-011-01,high-acuity pathway,0.4.0,source_checked,needs_medical_review,false,Original educational graph,partially_source_supported,not_requested,index
ALG-REN-012,Proteinuria,PRS-REN-010,acute renal and genitourinary education,adult unless title specifies pediatric context,"consider pregnancy physiology, imaging, and medication restrictions when relevant","Teach stabilization, volume and medication review, urinalysis, imaging, decisions, treatment, reassessment, consultation, and disposition.",NODE-REN-012-01,high-acuity pathway,0.4.0,source_checked,needs_medical_review,false,Original educational graph,partially_source_supported,not_requested,index
ALG-REN-013,Nephritic syndrome,PRS-REN-011,acute renal and genitourinary education,adult unless title specifies pediatric context,"consider pregnancy physiology, imaging, and medication restrictions when relevant","Teach stabilization, volume and medication review, urinalysis, imaging, decisions, treatment, reassessment, consultation, and disposition.",NODE-REN-013-01,high-acuity pathway,0.4.0,source_checked,needs_medical_review,false,Original educational graph,partially_source_supported,not_requested,index
ALG-REN-014,Nephrotic syndrome,PRS-REN-011,acute renal and genitourinary education,adult unless title specifies pediatric context,"consider pregnancy physiology, imaging, and medication restrictions when relevant","Teach stabilization, volume and medication review, urinalysis, imaging, decisions, treatment, reassessment, consultation, and disposition.",NODE-REN-014-01,high-acuity pathway,0.4.0,source_checked,needs_medical_review,false,Original educational graph,partially_source_supported,not_requested,index
ALG-REN-015,Rapidly progressive glomerulonephritis,PRS-017,acute renal and genitourinary education,adult unless title specifies pediatric context,"consider pregnancy physiology, imaging, and medication restrictions when relevant","Teach stabilization, volume and medication review, urinalysis, imaging, decisions, treatment, reassessment, consultation, and disposition.",NODE-REN-015-01,high-acuity pathway,0.4.0,source_checked,needs_medical_review,false,Original educational graph,partially_source_supported,not_requested,index
ALG-REN-016,Acute flank pain,PRS-018,acute renal and genitourinary education,adult unless title specifies pediatric context,"consider pregnancy physiology, imaging, and medication restrictions when relevant","Teach stabilization, volume and medication review, urinalysis, imaging, decisions, treatment, reassessment, consultation, and disposition.",NODE-REN-016-01,high-acuity pathway,0.4.0,source_checked,needs_medical_review,false,Original educational graph,partially_source_supported,not_requested,index
